Device: cuda
Loading datasets...
Loaded train: 640582 samples
Loaded val: 80073 samples
Loaded test: 80073 samples
Train samples: 640582, Val samples: 80073, Test samples: 80073
Train batches: 5005, Val batches: 313
Model initialized with u_dim=374, hidden_dim=64, num_layers=4, p_dim=64

============================================================
PHASE 1: Adam Optimizer (DeepONet Parameter Groups)
============================================================
  Epoch 1 | Batch 100/5005 | Batch Loss: 0.040669
  Epoch 8 | Batch 3800/5005 | Batch Loss: 0.000518
  Epoch 8 | Batch 3900/5005 | Batch Loss: 0.000849
  Epoch 8 | Batch 4000/5005 | Batch Loss: 0.000381
  Epoch 8 | Batch 4100/5005 | Batch Loss: 0.000571
  Epoch 8 | Batch 4200/5005 | Batch Loss: 0.001133
  Epoch 8 | Batch 4300/5005 | Batch Loss: 0.000312
  Epoch 8 | Batch 4400/5005 | Batch Loss: 0.000482
  Epoch 8 | Batch 4500/5005 | Batch Loss: 0.000249
  Epoch 8 | Batch 4600/5005 | Batch Loss: 0.015488
  Epoch 8 | Batch 4700/5005 | Batch Loss: 0.000345
  Epoch 8 | Batch 4800/5005 | Batch Loss: 0.000477
  Epoch 8 | Batch 4900/5005 | Batch Loss: 0.000341
  Epoch 8 | Batch 5000/5005 | Batch Loss: 0.000283

Adam Epoch 8/100 | Time: 483.2s | Base LR: 1.00e-03
  Train Loss: 0.003091 | Val MSE: 0.000712 *** New Best ***
  Components - Data: 0.0023 | PDE: 0.0002 | Arb: 0.0001
  Epochs without improvement: 0/3
------------------------------------------------------------
  Epoch 9 | Batch 100/5005 | Batch Loss: 0.061408
  Epoch 9 | Batch 200/5005 | Batch Loss: 0.000566
  Epoch 9 | Batch 300/5005 | Batch Loss: 0.006598
  Epoch 9 | Batch 400/5005 | Batch Loss: 0.018745
  Epoch 9 | Batch 500/5005 | Batch Loss: 0.002932
  Epoch 9 | Batch 600/5005 | Batch Loss: 0.000455
  Epoch 9 | Batch 700/5005 | Batch Loss: 0.027012
  Epoch 9 | Batch 800/5005 | Batch Loss: 0.000308
  Epoch 9 | Batch 900/5005 | Batch Loss: 0.000345
  Epoch 9 | Batch 1000/5005 | Batch Loss: 0.001072
  Epoch 9 | Batch 1100/5005 | Batch Loss: 0.000585
  Epoch 9 | Batch 1200/5005 | Batch Loss: 0.000276
  Epoch 9 | Batch 1300/5005 | Batch Loss: 0.000376
  Epoch 9 | Batch 1400/5005 | Batch Loss: 0.000429
  Epoch 9 | Batch 1500/5005 | Batch Loss: 0.002817
  Epoch 9 | Batch 1600/5005 | Batch Loss: 0.007620
  Epoch 9 | Batch 1700/5005 | Batch Loss: 0.000429
  Epoch 9 | Batch 1800/5005 | Batch Loss: 0.000467
  Epoch 9 | Batch 1900/5005 | Batch Loss: 0.000408
  Epoch 9 | Batch 2000/5005 | Batch Loss: 0.000314
  Epoch 9 | Batch 2100/5005 | Batch Loss: 0.000486
  Epoch 9 | Batch 2200/5005 | Batch Loss: 0.047241
  Epoch 9 | Batch 2300/5005 | Batch Loss: 0.000196
  Epoch 9 | Batch 2400/5005 | Batch Loss: 0.016640
  Epoch 9 | Batch 2500/5005 | Batch Loss: 0.000277
  Epoch 9 | Batch 2600/5005 | Batch Loss: 0.000405
  Epoch 9 | Batch 2700/5005 | Batch Loss: 0.000301
  Epoch 9 | Batch 2800/5005 | Batch Loss: 0.000287
  Epoch 9 | Batch 2900/5005 | Batch Loss: 0.000765
  Epoch 9 | Batch 3000/5005 | Batch Loss: 0.000266
  Epoch 9 | Batch 3100/5005 | Batch Loss: 0.000381
  Epoch 9 | Batch 3200/5005 | Batch Loss: 0.000231
  Epoch 9 | Batch 3300/5005 | Batch Loss: 0.068421
  Epoch 9 | Batch 3400/5005 | Batch Loss: 0.000673
  Epoch 9 | Batch 3500/5005 | Batch Loss: 0.001302
  Epoch 9 | Batch 3600/5005 | Batch Loss: 0.001468
  Epoch 9 | Batch 3700/5005 | Batch Loss: 0.000226
  Epoch 9 | Batch 3800/5005 | Batch Loss: 0.002651
  Epoch 9 | Batch 3900/5005 | Batch Loss: 0.000886
  Epoch 9 | Batch 4000/5005 | Batch Loss: 0.000371
  Epoch 9 | Batch 4100/5005 | Batch Loss: 0.001055
  Epoch 9 | Batch 4200/5005 | Batch Loss: 0.000304
  Epoch 9 | Batch 4300/5005 | Batch Loss: 0.002235
  Epoch 9 | Batch 4400/5005 | Batch Loss: 0.001200
  Epoch 9 | Batch 4500/5005 | Batch Loss: 0.000335
  Epoch 9 | Batch 4600/5005 | Batch Loss: 0.000893
  Epoch 9 | Batch 4700/5005 | Batch Loss: 0.000420
  Epoch 9 | Batch 4800/5005 | Batch Loss: 0.000381
  Epoch 9 | Batch 4900/5005 | Batch Loss: 0.000268
  Epoch 9 | Batch 5000/5005 | Batch Loss: 0.000408

Adam Epoch 9/100 | Time: 482.1s | Base LR: 1.00e-03
  Train Loss: 0.003004 | Val MSE: 0.024494
  Components - Data: 0.0022 | PDE: 0.0002 | Arb: 0.0001
  Epochs without improvement: 1/3
------------------------------------------------------------
  Epoch 10 | Batch 100/5005 | Batch Loss: 0.000396
  Epoch 10 | Batch 200/5005 | Batch Loss: 0.000321
  Epoch 10 | Batch 300/5005 | Batch Loss: 0.000489
  Epoch 10 | Batch 400/5005 | Batch Loss: 0.000352
  Epoch 10 | Batch 500/5005 | Batch Loss: 0.000472
  Epoch 10 | Batch 600/5005 | Batch Loss: 0.207731
  Epoch 10 | Batch 700/5005 | Batch Loss: 0.000344
  Epoch 10 | Batch 800/5005 | Batch Loss: 0.000328
  Epoch 10 | Batch 900/5005 | Batch Loss: 0.001649
  Epoch 10 | Batch 1000/5005 | Batch Loss: 0.000521
  Epoch 10 | Batch 1100/5005 | Batch Loss: 0.000380
  Epoch 10 | Batch 1200/5005 | Batch Loss: 0.005974
  Epoch 10 | Batch 1300/5005 | Batch Loss: 0.000314
  Epoch 10 | Batch 1400/5005 | Batch Loss: 0.009003
  Epoch 10 | Batch 1500/5005 | Batch Loss: 0.000253
  Epoch 10 | Batch 1600/5005 | Batch Loss: 0.023112
  Epoch 10 | Batch 1700/5005 | Batch Loss: 0.000228
  Epoch 10 | Batch 1800/5005 | Batch Loss: 0.011230
  Epoch 10 | Batch 1900/5005 | Batch Loss: 0.000794
  Epoch 10 | Batch 2000/5005 | Batch Loss: 0.000694
  Epoch 10 | Batch 2100/5005 | Batch Loss: 0.000437
  Epoch 10 | Batch 2200/5005 | Batch Loss: 0.027773
  Epoch 10 | Batch 2300/5005 | Batch Loss: 0.000330
  Epoch 10 | Batch 2400/5005 | Batch Loss: 0.000719
  Epoch 10 | Batch 2500/5005 | Batch Loss: 0.000217
  Epoch 10 | Batch 2600/5005 | Batch Loss: 0.008549
  Epoch 10 | Batch 2700/5005 | Batch Loss: 0.000313
  Epoch 10 | Batch 2800/5005 | Batch Loss: 0.000266
  Epoch 10 | Batch 2900/5005 | Batch Loss: 0.001009
  Epoch 10 | Batch 3000/5005 | Batch Loss: 0.000524
  Epoch 10 | Batch 3100/5005 | Batch Loss: 0.000479
  Epoch 10 | Batch 3200/5005 | Batch Loss: 0.000344
  Epoch 10 | Batch 3300/5005 | Batch Loss: 0.000561
  Epoch 10 | Batch 3400/5005 | Batch Loss: 0.000205
  Epoch 10 | Batch 3500/5005 | Batch Loss: 0.002226
  Epoch 10 | Batch 3600/5005 | Batch Loss: 0.000335
  Epoch 10 | Batch 3700/5005 | Batch Loss: 0.002321
  Epoch 10 | Batch 3800/5005 | Batch Loss: 0.000860
  Epoch 10 | Batch 3900/5005 | Batch Loss: 0.000184
  Epoch 10 | Batch 4000/5005 | Batch Loss: 0.000583
  Epoch 10 | Batch 4100/5005 | Batch Loss: 0.000738
  Epoch 10 | Batch 4200/5005 | Batch Loss: 0.000569
  Epoch 10 | Batch 4300/5005 | Batch Loss: 0.000334
  Epoch 10 | Batch 4400/5005 | Batch Loss: 0.000545
  Epoch 10 | Batch 4500/5005 | Batch Loss: 0.000541
  Epoch 10 | Batch 4600/5005 | Batch Loss: 0.000812
  Epoch 10 | Batch 4700/5005 | Batch Loss: 0.000356
  Epoch 10 | Batch 4800/5005 | Batch Loss: 0.000389
  Epoch 10 | Batch 4900/5005 | Batch Loss: 0.022183
  Epoch 10 | Batch 5000/5005 | Batch Loss: 0.006843

Adam Epoch 10/100 | Time: 477.8s | Base LR: 1.00e-03
  Train Loss: 0.002715 | Val MSE: 0.000744
  Components - Data: 0.0020 | PDE: 0.0002 | Arb: 0.0001
  Epochs without improvement: 2/3
------------------------------------------------------------
  Epoch 11 | Batch 100/5005 | Batch Loss: 0.001409
  Epoch 11 | Batch 200/5005 | Batch Loss: 0.000502
  Epoch 11 | Batch 300/5005 | Batch Loss: 0.000251
  Epoch 11 | Batch 400/5005 | Batch Loss: 0.000473
  Epoch 11 | Batch 500/5005 | Batch Loss: 0.009602
  Epoch 11 | Batch 600/5005 | Batch Loss: 0.000343
  Epoch 11 | Batch 700/5005 | Batch Loss: 0.000582
  Epoch 11 | Batch 800/5005 | Batch Loss: 0.015415
  Epoch 11 | Batch 900/5005 | Batch Loss: 0.000333
  Epoch 11 | Batch 1000/5005 | Batch Loss: 0.000835
  Epoch 11 | Batch 1100/5005 | Batch Loss: 0.000392
  Epoch 11 | Batch 1200/5005 | Batch Loss: 0.000944
  Epoch 11 | Batch 1300/5005 | Batch Loss: 0.000341
  Epoch 11 | Batch 1400/5005 | Batch Loss: 0.000393
  Epoch 11 | Batch 1500/5005 | Batch Loss: 0.000443
  Epoch 11 | Batch 1600/5005 | Batch Loss: 0.000300
  Epoch 11 | Batch 1700/5005 | Batch Loss: 0.000251
  Epoch 11 | Batch 1800/5005 | Batch Loss: 0.000290
  Epoch 11 | Batch 1900/5005 | Batch Loss: 0.000181
  Epoch 11 | Batch 2000/5005 | Batch Loss: 0.003912
  Epoch 11 | Batch 2100/5005 | Batch Loss: 0.013500
  Epoch 11 | Batch 2200/5005 | Batch Loss: 0.001229
  Epoch 11 | Batch 2300/5005 | Batch Loss: 0.000401
  Epoch 11 | Batch 2400/5005 | Batch Loss: 0.000412
  Epoch 11 | Batch 2500/5005 | Batch Loss: 0.002953
  Epoch 11 | Batch 2600/5005 | Batch Loss: 0.008467
  Epoch 11 | Batch 2700/5005 | Batch Loss: 0.000621
  Epoch 11 | Batch 2800/5005 | Batch Loss: 0.000273
  Epoch 11 | Batch 2900/5005 | Batch Loss: 0.000440
  Epoch 11 | Batch 3000/5005 | Batch Loss: 0.000495
  Epoch 11 | Batch 3100/5005 | Batch Loss: 0.000239
  Epoch 11 | Batch 3200/5005 | Batch Loss: 0.000632
  Epoch 11 | Batch 3300/5005 | Batch Loss: 0.000715
  Epoch 11 | Batch 3400/5005 | Batch Loss: 0.000346
  Epoch 11 | Batch 3500/5005 | Batch Loss: 0.000316
  Epoch 11 | Batch 3600/5005 | Batch Loss: 0.006655
  Epoch 11 | Batch 3700/5005 | Batch Loss: 0.000605
  Epoch 11 | Batch 3800/5005 | Batch Loss: 0.013937
  Epoch 11 | Batch 3900/5005 | Batch Loss: 0.000483
  Epoch 11 | Batch 4000/5005 | Batch Loss: 0.000451
  Epoch 11 | Batch 4100/5005 | Batch Loss: 0.000221
  Epoch 11 | Batch 4200/5005 | Batch Loss: 0.000335
  Epoch 11 | Batch 4300/5005 | Batch Loss: 0.010250
  Epoch 11 | Batch 4400/5005 | Batch Loss: 0.007513
  Epoch 11 | Batch 4500/5005 | Batch Loss: 0.000332
  Epoch 11 | Batch 4600/5005 | Batch Loss: 0.000811
  Epoch 11 | Batch 4700/5005 | Batch Loss: 0.000309
  Epoch 11 | Batch 4800/5005 | Batch Loss: 0.000357
  Epoch 11 | Batch 4900/5005 | Batch Loss: 0.000588
  Epoch 11 | Batch 5000/5005 | Batch Loss: 0.000267

Adam Epoch 11/100 | Time: 485.5s | Base LR: 1.00e-03
  Train Loss: 0.002534 | Val MSE: 0.000684 *** New Best ***
  Components - Data: 0.0018 | PDE: 0.0002 | Arb: 0.0001
  Epochs without improvement: 0/3
------------------------------------------------------------
  Epoch 12 | Batch 100/5005 | Batch Loss: 0.000217
  Epoch 12 | Batch 200/5005 | Batch Loss: 0.002768
  Epoch 12 | Batch 300/5005 | Batch Loss: 0.000380
  Epoch 12 | Batch 400/5005 | Batch Loss: 0.000288
  Epoch 12 | Batch 500/5005 | Batch Loss: 0.000456
  Epoch 12 | Batch 600/5005 | Batch Loss: 0.000370
  Epoch 12 | Batch 700/5005 | Batch Loss: 0.000300
  Epoch 12 | Batch 800/5005 | Batch Loss: 0.000509
  Epoch 12 | Batch 900/5005 | Batch Loss: 0.002250
  Epoch 12 | Batch 1000/5005 | Batch Loss: 0.000166
  Epoch 12 | Batch 1100/5005 | Batch Loss: 0.000408
  Epoch 12 | Batch 1200/5005 | Batch Loss: 0.000363
  Epoch 12 | Batch 1300/5005 | Batch Loss: 0.000328
  Epoch 12 | Batch 1400/5005 | Batch Loss: 0.000548
  Epoch 12 | Batch 1500/5005 | Batch Loss: 0.000426
  Epoch 12 | Batch 1600/5005 | Batch Loss: 0.000293
  Epoch 12 | Batch 1700/5005 | Batch Loss: 0.001106
  Epoch 12 | Batch 1800/5005 | Batch Loss: 0.000315
  Epoch 12 | Batch 1900/5005 | Batch Loss: 0.004182
  Epoch 12 | Batch 2000/5005 | Batch Loss: 0.000426
  Epoch 12 | Batch 2100/5005 | Batch Loss: 0.000253
  Epoch 12 | Batch 2200/5005 | Batch Loss: 0.001004
  Epoch 12 | Batch 2300/5005 | Batch Loss: 0.000277
  Epoch 12 | Batch 2400/5005 | Batch Loss: 0.005272
  Epoch 12 | Batch 2500/5005 | Batch Loss: 0.000484
  Epoch 12 | Batch 2600/5005 | Batch Loss: 0.000227
  Epoch 12 | Batch 2700/5005 | Batch Loss: 0.000365
  Epoch 12 | Batch 2800/5005 | Batch Loss: 0.002743
  Epoch 12 | Batch 2900/5005 | Batch Loss: 0.000204
  Epoch 12 | Batch 3000/5005 | Batch Loss: 0.000232
  Epoch 12 | Batch 3100/5005 | Batch Loss: 0.001201
  Epoch 12 | Batch 3200/5005 | Batch Loss: 0.000267
  Epoch 12 | Batch 3300/5005 | Batch Loss: 0.000845
  Epoch 12 | Batch 3400/5005 | Batch Loss: 0.000565
  Epoch 12 | Batch 3500/5005 | Batch Loss: 0.000219
  Epoch 12 | Batch 3600/5005 | Batch Loss: 0.000319
  Epoch 12 | Batch 3700/5005 | Batch Loss: 0.000725
  Epoch 12 | Batch 3800/5005 | Batch Loss: 0.000422
  Epoch 12 | Batch 3900/5005 | Batch Loss: 0.000320
  Epoch 12 | Batch 4000/5005 | Batch Loss: 0.003469
  Epoch 12 | Batch 4100/5005 | Batch Loss: 0.000517
  Epoch 12 | Batch 4200/5005 | Batch Loss: 0.000457
  Epoch 12 | Batch 4300/5005 | Batch Loss: 0.001059
  Epoch 12 | Batch 4400/5005 | Batch Loss: 0.000814
  Epoch 12 | Batch 4500/5005 | Batch Loss: 0.000343
  Epoch 12 | Batch 4600/5005 | Batch Loss: 0.000570
  Epoch 12 | Batch 4700/5005 | Batch Loss: 0.000192
  Epoch 12 | Batch 4800/5005 | Batch Loss: 0.000337
  Epoch 12 | Batch 4900/5005 | Batch Loss: 0.000195
  Epoch 12 | Batch 5000/5005 | Batch Loss: 0.001300

Adam Epoch 12/100 | Time: 476.2s | Base LR: 1.00e-03
  Train Loss: 0.002659 | Val MSE: 0.002602
  Components - Data: 0.0020 | PDE: 0.0002 | Arb: 0.0001
  Epochs without improvement: 1/3
------------------------------------------------------------
  Epoch 13 | Batch 100/5005 | Batch Loss: 0.000302
  Epoch 13 | Batch 200/5005 | Batch Loss: 0.000216
  Epoch 13 | Batch 300/5005 | Batch Loss: 0.000262
  Epoch 13 | Batch 400/5005 | Batch Loss: 0.000248
  Epoch 13 | Batch 500/5005 | Batch Loss: 0.000408
  Epoch 13 | Batch 600/5005 | Batch Loss: 0.000336
  Epoch 13 | Batch 700/5005 | Batch Loss: 0.000291
  Epoch 13 | Batch 800/5005 | Batch Loss: 0.003092
  Epoch 13 | Batch 900/5005 | Batch Loss: 0.000200
  Epoch 13 | Batch 1000/5005 | Batch Loss: 0.007374
  Epoch 13 | Batch 1100/5005 | Batch Loss: 0.001982
  Epoch 13 | Batch 1200/5005 | Batch Loss: 0.000246
  Epoch 13 | Batch 1300/5005 | Batch Loss: 0.000930
  Epoch 13 | Batch 1400/5005 | Batch Loss: 0.000246
  Epoch 13 | Batch 1500/5005 | Batch Loss: 0.003397
  Epoch 13 | Batch 1600/5005 | Batch Loss: 0.000489
  Epoch 13 | Batch 1700/5005 | Batch Loss: 0.000634
  Epoch 13 | Batch 1800/5005 | Batch Loss: 0.000581
  Epoch 13 | Batch 1900/5005 | Batch Loss: 0.000206
  Epoch 13 | Batch 2000/5005 | Batch Loss: 0.000417
  Epoch 13 | Batch 2100/5005 | Batch Loss: 0.000306
  Epoch 13 | Batch 2200/5005 | Batch Loss: 0.000577
  Epoch 13 | Batch 2300/5005 | Batch Loss: 0.000211
  Epoch 13 | Batch 2400/5005 | Batch Loss: 0.000277
  Epoch 13 | Batch 2500/5005 | Batch Loss: 0.000350
  Epoch 13 | Batch 2600/5005 | Batch Loss: 0.000383
  Epoch 13 | Batch 2700/5005 | Batch Loss: 0.000232
  Epoch 13 | Batch 2800/5005 | Batch Loss: 0.000228
  Epoch 13 | Batch 2900/5005 | Batch Loss: 0.000279
  Epoch 13 | Batch 3000/5005 | Batch Loss: 0.000262
  Epoch 13 | Batch 3100/5005 | Batch Loss: 0.000422
  Epoch 13 | Batch 3200/5005 | Batch Loss: 0.000708
  Epoch 13 | Batch 3300/5005 | Batch Loss: 0.000378
  Epoch 13 | Batch 3400/5005 | Batch Loss: 0.000407
  Epoch 13 | Batch 3500/5005 | Batch Loss: 0.000401
  Epoch 13 | Batch 3600/5005 | Batch Loss: 0.000499
  Epoch 13 | Batch 3700/5005 | Batch Loss: 0.000304
  Epoch 13 | Batch 3800/5005 | Batch Loss: 0.000374
  Epoch 13 | Batch 3900/5005 | Batch Loss: 0.000703
  Epoch 13 | Batch 4000/5005 | Batch Loss: 0.000832
  Epoch 13 | Batch 4100/5005 | Batch Loss: 0.000283
  Epoch 13 | Batch 4200/5005 | Batch Loss: 0.000321
  Epoch 13 | Batch 4300/5005 | Batch Loss: 0.000172
  Epoch 13 | Batch 4400/5005 | Batch Loss: 0.000277
  Epoch 13 | Batch 4500/5005 | Batch Loss: 0.000240
  Epoch 13 | Batch 4600/5005 | Batch Loss: 0.000598
  Epoch 13 | Batch 4700/5005 | Batch Loss: 0.006792
  Epoch 13 | Batch 4800/5005 | Batch Loss: 0.000473
  Epoch 13 | Batch 4900/5005 | Batch Loss: 0.000298
  Epoch 13 | Batch 5000/5005 | Batch Loss: 0.000252

Adam Epoch 13/100 | Time: 492.7s | Base LR: 1.00e-03
  Train Loss: 0.002532 | Val MSE: 0.004108
  Components - Data: 0.0019 | PDE: 0.0001 | Arb: 0.0001
  Epochs without improvement: 2/3
------------------------------------------------------------
  Epoch 14 | Batch 100/5005 | Batch Loss: 0.000633
  Epoch 14 | Batch 200/5005 | Batch Loss: 0.000340
  Epoch 14 | Batch 300/5005 | Batch Loss: 0.000514
  Epoch 14 | Batch 400/5005 | Batch Loss: 0.000531
  Epoch 14 | Batch 500/5005 | Batch Loss: 0.006704
  Epoch 14 | Batch 600/5005 | Batch Loss: 0.000254
  Epoch 14 | Batch 700/5005 | Batch Loss: 0.000194
  Epoch 14 | Batch 800/5005 | Batch Loss: 0.000595
  Epoch 14 | Batch 900/5005 | Batch Loss: 0.000455
  Epoch 14 | Batch 1000/5005 | Batch Loss: 0.001165
  Epoch 14 | Batch 1100/5005 | Batch Loss: 0.000456
  Epoch 14 | Batch 1200/5005 | Batch Loss: 0.000276
  Epoch 14 | Batch 1300/5005 | Batch Loss: 0.000228
  Epoch 14 | Batch 1400/5005 | Batch Loss: 0.001326
  Epoch 14 | Batch 1500/5005 | Batch Loss: 0.007317
  Epoch 14 | Batch 1600/5005 | Batch Loss: 0.000224
  Epoch 14 | Batch 1700/5005 | Batch Loss: 0.000375
  Epoch 14 | Batch 1800/5005 | Batch Loss: 0.000475
  Epoch 14 | Batch 1900/5005 | Batch Loss: 0.000352
  Epoch 14 | Batch 2000/5005 | Batch Loss: 0.000351
  Epoch 14 | Batch 2100/5005 | Batch Loss: 0.000328
  Epoch 14 | Batch 2200/5005 | Batch Loss: 0.000402
  Epoch 14 | Batch 2300/5005 | Batch Loss: 0.000444
  Epoch 14 | Batch 2400/5005 | Batch Loss: 0.000288
  Epoch 14 | Batch 2500/5005 | Batch Loss: 0.000326
  Epoch 14 | Batch 2600/5005 | Batch Loss: 0.000319
  Epoch 14 | Batch 2700/5005 | Batch Loss: 0.000634
  Epoch 14 | Batch 2800/5005 | Batch Loss: 0.000383
  Epoch 14 | Batch 2900/5005 | Batch Loss: 0.000209
  Epoch 14 | Batch 3000/5005 | Batch Loss: 0.000410
  Epoch 14 | Batch 3100/5005 | Batch Loss: 0.000503
  Epoch 14 | Batch 3200/5005 | Batch Loss: 0.000466
  Epoch 14 | Batch 3300/5005 | Batch Loss: 0.000478
  Epoch 14 | Batch 3400/5005 | Batch Loss: 0.000316
  Epoch 14 | Batch 3500/5005 | Batch Loss: 0.000400
  Epoch 14 | Batch 3600/5005 | Batch Loss: 0.005825
  Epoch 14 | Batch 3700/5005 | Batch Loss: 0.000279
  Epoch 14 | Batch 3800/5005 | Batch Loss: 0.000231
  Epoch 14 | Batch 3900/5005 | Batch Loss: 0.000386
  Epoch 14 | Batch 4000/5005 | Batch Loss: 0.000288
  Epoch 14 | Batch 4100/5005 | Batch Loss: 0.001320
  Epoch 14 | Batch 4200/5005 | Batch Loss: 0.000461
  Epoch 14 | Batch 4300/5005 | Batch Loss: 0.000246
  Epoch 14 | Batch 4400/5005 | Batch Loss: 0.000224
  Epoch 14 | Batch 4500/5005 | Batch Loss: 0.022730
  Epoch 14 | Batch 4600/5005 | Batch Loss: 0.000500
  Epoch 14 | Batch 4700/5005 | Batch Loss: 0.000250
  Epoch 14 | Batch 4800/5005 | Batch Loss: 0.000259
  Epoch 14 | Batch 4900/5005 | Batch Loss: 0.000237
  Epoch 14 | Batch 5000/5005 | Batch Loss: 0.001015

Adam Epoch 14/100 | Time: 481.8s | Base LR: 5.00e-04
  Train Loss: 0.002237 | Val MSE: 0.001526
  Components - Data: 0.0016 | PDE: 0.0001 | Arb: 0.0001
  Epochs without improvement: 3/3
------------------------------------------------------------

*** Early stopping triggered at epoch 14 ***

*** Adam Phase Complete. Best Val MSE: 0.000684 ***
Loading best model from Adam phase for fine-tuning...

============================================================
PHASE 2: Fine-tuning with Adam (Low LR, DeepONet Groups)
============================================================
  Epoch 1 | Batch 100/5005 | Batch Loss: 0.000176
  Epoch 1 | Batch 200/5005 | Batch Loss: 0.000301
  Epoch 1 | Batch 300/5005 | Batch Loss: 0.032804
  Epoch 1 | Batch 400/5005 | Batch Loss: 0.000148
  Epoch 1 | Batch 500/5005 | Batch Loss: 0.000145
  Epoch 1 | Batch 600/5005 | Batch Loss: 0.000150
  Epoch 1 | Batch 700/5005 | Batch Loss: 0.000158
  Epoch 1 | Batch 800/5005 | Batch Loss: 0.000152
  Epoch 1 | Batch 900/5005 | Batch Loss: 0.000145
  Epoch 1 | Batch 1000/5005 | Batch Loss: 0.000153
  Epoch 1 | Batch 1100/5005 | Batch Loss: 0.000204
  Epoch 1 | Batch 1200/5005 | Batch Loss: 0.002638
  Epoch 1 | Batch 1300/5005 | Batch Loss: 0.000142
  Epoch 1 | Batch 1400/5005 | Batch Loss: 0.000155
  Epoch 1 | Batch 1500/5005 | Batch Loss: 0.000161
  Epoch 1 | Batch 1600/5005 | Batch Loss: 0.000311
  Epoch 1 | Batch 1700/5005 | Batch Loss: 0.000141
  Epoch 1 | Batch 1800/5005 | Batch Loss: 0.000176
  Epoch 1 | Batch 1900/5005 | Batch Loss: 0.000150
  Epoch 1 | Batch 2000/5005 | Batch Loss: 0.000145
  Epoch 1 | Batch 2100/5005 | Batch Loss: 0.000123
  Epoch 1 | Batch 2200/5005 | Batch Loss: 0.000129
  Epoch 1 | Batch 2300/5005 | Batch Loss: 0.000131
  Epoch 1 | Batch 2400/5005 | Batch Loss: 0.000125
  Epoch 1 | Batch 2500/5005 | Batch Loss: 0.000144
  Epoch 1 | Batch 2600/5005 | Batch Loss: 0.000145
  Epoch 1 | Batch 2700/5005 | Batch Loss: 0.000196
  Epoch 1 | Batch 2800/5005 | Batch Loss: 0.000106
  Epoch 1 | Batch 2900/5005 | Batch Loss: 0.000184
  Epoch 1 | Batch 3000/5005 | Batch Loss: 0.000164
  Epoch 1 | Batch 3100/5005 | Batch Loss: 0.007280
  Epoch 1 | Batch 3200/5005 | Batch Loss: 0.000134
  Epoch 1 | Batch 3300/5005 | Batch Loss: 0.000144
  Epoch 1 | Batch 3400/5005 | Batch Loss: 0.004056
  Epoch 1 | Batch 3500/5005 | Batch Loss: 0.000137
  Epoch 1 | Batch 3600/5005 | Batch Loss: 0.000408
  Epoch 1 | Batch 3700/5005 | Batch Loss: 0.000880
  Epoch 1 | Batch 3800/5005 | Batch Loss: 0.000130
  Epoch 1 | Batch 3900/5005 | Batch Loss: 0.000114
  Epoch 1 | Batch 4000/5005 | Batch Loss: 0.000333
  Epoch 1 | Batch 4100/5005 | Batch Loss: 0.002738
  Epoch 1 | Batch 4200/5005 | Batch Loss: 0.000142
  Epoch 1 | Batch 4300/5005 | Batch Loss: 0.000142
  Epoch 1 | Batch 4400/5005 | Batch Loss: 0.000290
  Epoch 1 | Batch 4500/5005 | Batch Loss: 0.000157
  Epoch 1 | Batch 4600/5005 | Batch Loss: 0.001282
  Epoch 1 | Batch 4700/5005 | Batch Loss: 0.000225
  Epoch 1 | Batch 4800/5005 | Batch Loss: 0.000119
  Epoch 1 | Batch 4900/5005 | Batch Loss: 0.000140
  Epoch 1 | Batch 5000/5005 | Batch Loss: 0.000152

Fine-tune Epoch 1/50 | Time: 479.5s
  Train Loss: 0.001277 | Val MSE: 0.001850
------------------------------------------------------------
  Epoch 2 | Batch 100/5005 | Batch Loss: 0.014567
  Epoch 2 | Batch 200/5005 | Batch Loss: 0.000138
  Epoch 2 | Batch 300/5005 | Batch Loss: 0.000187
  Epoch 2 | Batch 400/5005 | Batch Loss: 0.000145
  Epoch 2 | Batch 500/5005 | Batch Loss: 0.000132
  Epoch 2 | Batch 600/5005 | Batch Loss: 0.000162
  Epoch 2 | Batch 700/5005 | Batch Loss: 0.000152
  Epoch 2 | Batch 800/5005 | Batch Loss: 0.000137
  Epoch 2 | Batch 900/5005 | Batch Loss: 0.000126
  Epoch 2 | Batch 1000/5005 | Batch Loss: 0.000131
  Epoch 2 | Batch 1100/5005 | Batch Loss: 0.000149
  Epoch 2 | Batch 1200/5005 | Batch Loss: 0.003997
  Epoch 2 | Batch 1300/5005 | Batch Loss: 0.000137
  Epoch 2 | Batch 1400/5005 | Batch Loss: 0.000144
  Epoch 2 | Batch 1500/5005 | Batch Loss: 0.000195
  Epoch 2 | Batch 1600/5005 | Batch Loss: 0.000191
  Epoch 2 | Batch 1700/5005 | Batch Loss: 0.000131
  Epoch 2 | Batch 1800/5005 | Batch Loss: 0.000139
  Epoch 2 | Batch 1900/5005 | Batch Loss: 0.008806
  Epoch 2 | Batch 2000/5005 | Batch Loss: 0.000171
  Epoch 2 | Batch 2100/5005 | Batch Loss: 0.000126
  Epoch 2 | Batch 2200/5005 | Batch Loss: 0.000105
  Epoch 2 | Batch 2300/5005 | Batch Loss: 0.001070
  Epoch 2 | Batch 2400/5005 | Batch Loss: 0.000130
  Epoch 2 | Batch 2500/5005 | Batch Loss: 0.000105
